category,subcategory,goal,pledged,success
Film & Video,Family,2500.0,2596.0,True
Photography,Animals,10000.0,10374.0,True
Crafts,Crafts,10.0,40.0,True
Theater,Immersive,5000.0,0.0,False
Games,tabletop games,3320.0,412.0,False
Art,Art,15000.0,16910.0,True
Design,Architecture,41982.0,0.0,False
Art,Painting,2000.0,340.0,False
Food,Food Trucks,5000.0,5760.29,True
Publishing,Academic,600.0,690.0,True
Food,Vegan,10000.0,6294.0,False
Theater,Festivals,7500.0,9075.75,True
Publishing,Fiction,150000.0,47747.8,False
Publishing,Periodicals,1087.0,2548.0,True
Food,Farmer's Markets,5000.0,0.0,False
Art,Video Art,1500.0,501.0,False
Games,Tabletop Games,30000.0,135.0,False
Music,R&B,3713.0,3878.0,True
Art,Ceramics,2500.0,2988.0,True
Technology,Sound,10000.0,10666.0,True
Art,Illustration,10000.0,10074.0,True
Music,Hip-Hop,4000.0,0.0,False
Music,Music,771.0,78.0,False
Food,Restaurants,25000.0,25591.0,True
Music,Kids,7000.0,8170.0,True
Art,Art,3525.0,1.0,False
Film & Video,documentary,29900.0,125.0,False
Technology,Makerspaces,24000.0,31480.0,True
Crafts,Pottery,300000.0,83600.0,False
Music,Classical Music,1250.0,0.0,False
Technology,Makerspaces,5000.0,5220.0,True
Film & Video,Fantasy,36000.0,175.0,False
Games,gaming hardware,200.0,0.0,False
Technology,Flight,5500.0,5730.0,True
Dance,Workshops,1000.0,1037.0,True
Design,Typography,5000.0,9747.12,True
Technology,Hardware,50000.0,86733.45,True
Art,Art,1000.0,1011.0,True
Journalism,Photo,25000.0,1.0,False
Publishing,Young Adult,30000.0,48157.0,True
Crafts,Crafts,1750.0,1988.0,True
Art,Textiles,10200.0,870.0,False
Music,Kids,25000.0,590.0,False
Design,Toys,100.0,180.0,True
Technology,Apps,8000.0,8543.0,True
Music,Latin,100000.0,15.0,False
Food,Farms,300000.0,48.0,False
Film & Video,Webseries,1000.0,1231.0,True
Art,Textiles,8800.0,9026.0,True
Journalism,Print,3500.0,6.0,False
Photography,Photography,8000.0,9620.0,True
Technology,Robots,1072000.0,7118.8,False
Design,Architecture,200000.0,0.0,False
Fashion,Childrenswear,25000.0,30.0,False
Food,Bacon,30.0,0.0,False
Art,Ceramics,7500.0,1.0,False
Food,Vegan,1000.0,1.0,False
Theater,Theater,2500.0,2770.0,True
Art,Mixed Media,3000.0,3320.0,True
Journalism,Web,5000.0,5135.0,True
Film & Video,Comedy,5234.0,5235.0,True
Theater,Musical,60000.0,285.0,False
Fashion,Accessories,450.0,792.0,True
Music,Pop,16000.0,1675.0,False
Publishing,Academic,30000.0,510.0,False
Comics,Graphic Novels,5000.0,159.0,False
Film & Video,Animation,2000.0,797.0,False
Theater,Spaces,2000000.0,376.0,False
Food,Food,10000.0,10436.0,True
Film & Video,Family,45000.0,32.0,False
Food,Farmer's Markets,1000000.0,100.0,False
Fashion,Pet Fashion,10.0,0.0,False
Art,Mixed Media,1300.0,2010.0,True
Music,World Music,3500.0,3825.0,True
Fashion,Apparel,5000.0,1.0,False
Food,Farmer's Markets,500.0,650.0,True
Crafts,Printing,6500.0,7218.0,True
Theater,Experimental,550.0,700.0,True
Film & Video,Webseries,2500.0,2787.0,True
Games,Games,5000.0,8424.0,True
Journalism,Photo,700.0,1095.0,True
Theater,Festivals,15000.0,290.0,False
Publishing,Young Adult,3000.0,708.0,False
Crafts,Candles,17.0,120.0,True
Technology,Sound,36300.0,76.0,False
Film & Video,Documentary,20000.0,3745.0,False
Publishing,Periodicals,2798.0,12.0,False
Games,Mobile Games,500.0,516.0,True
Technology,Sound,3000.0,6082.0,True
Fashion,Apparel,15000.0,46020.0,True
Design,Graphic Design,5000.0,6.0,False
Technology,Space Exploration,9031.0,9031.0,True
Fashion,Accessories,5000.0,0.0,False
Design,Graphic Design,8149.0,25325.0,True
Music,Pop,3700.0,3706.0,True
Food,Bacon,50.0,0.0,False
Publishing,Academic,4355.0,4482.0,True
Publishing,Literary Spaces,40000.0,42000.15,True
Art,Art,18000.0,18213.0,True
Music,Comedy,65.0,17.0,False
Film & Video,Horror,10000.0,0.0,False
Music,Music,1000.0,1080.0,True
Design,Architecture,500000.0,0.0,False
Art,Illustration,1500.0,3035.0,True
Technology,DIY Electronics,14670.0,391.29,False
Art,Sculpture,2000.0,12014.0,True
Technology,Technology,1000.0,2290.0,True
Publishing,Art Books,10132.0,10896.0,True
Music,Indie Rock,5000.0,5091.99,True
Dance,Spaces,7500.0,9068.0,True
Art,Conceptual Art,10000.0,5.0,False
Design,Toys,3000.0,882.0,False
Music,Music,407.0,4.0,False
Crafts,Embroidery,250.0,447.0,True
Art,Public Art,19643.0,19996.0,True
Publishing,Art Books,8000.0,1.0,False
Crafts,DIY,5000.0,11459.0,True
Photography,Photography,12000.0,3090.0,False
Games,Puzzles,0.0,0.0,False
Fashion,Childrenswear,2000.0,2006.0,True
Film & Video,Experimental,1000.0,1437.02,True
Art,Social Practice,1111.0,381.0,False
Art,Art,200.0,216.0,True
Theater,Immersive,1100.0,1242.0,True
Film & Video,Experimental,2500.0,0.0,False
Crafts,Candles,3500.0,70.0,False
Film & Video,Comedy,73000000.0,130.0,False
Publishing,Nonfiction,14000.0,902.0,False
Journalism,Audio,120.0,305.0,True
Design,Architecture,2000.0,68.0,False
Technology,Apps,10000.0,1.0,False
Publishing,Academic,50000.0,0.0,False
Film & Video,Romance,500.0,546.0,True
Comics,Webcomics,500.0,36.0,False
Music,Indie Rock,15000.0,2200.0,False
Art,Textiles,10000.0,12404.0,True
Music,World Music,4400.0,540.0,False
Publishing,Art Books,15000.0,0.0,False
Fashion,Ready-to-wear,1300.0,2273.0,True
Music,Kids,15000.0,16015.0,True
Games,tabletop games,15000.0,0.0,False
Film & Video,Webseries,2000.0,11.0,False
Art,Social Practice,2600.0,230.0,False
Film & Video,Webseries,3000.0,3250.0,True
Technology,Camera Equipment,35000.0,123313.0,True
Music,Music,500.0,553.0,True
Publishing,Comedy,3000.0,5681.0,True
Games,Tabletop Games,27500.0,126877.5,True
Publishing,Publishing,3000.0,5828.0,True
Design,Toys,500.0,17903.0,True
Art,Performance Art,1150.0,125.0,False
Publishing,Art Books,1000.0,2718.0,True
comics,Graphic Novels,8000.0,552.0,False
Games,Video Games,3000.0,14457.0,True
Food,Restaurants,30000.0,30163.0,True
Photography,Photography,2500.0,35.0,False
Art,Sculpture,5000.0,54.0,False
Film & Video,Drama,250000.0,5179.0,False
Theater,Plays,4536.0,756.0,False
Fashion,Footwear,7500.0,100.0,False
Food,Events,264698.0,5300.0,False
Games,Puzzles,6000.0,21161.0,True
Music,indie rock,12000.0,0.0,False
Technology,3D Printing,100000.0,80280.0,False
Fashion,Fashion,5583.0,6018.0,True
Publishing,Young Adult,1000.0,20.0,False
Crafts,DIY,100.0,637.0,True
Crafts,Printing,1000.0,51.0,False
Technology,Makerspaces,50000.0,6690.0,False
Art,Social Practice,5000000.0,32249.0,False
Technology,Wearables,20000.0,220.0,False
Food,Spaces,2056.0,2517.0,True
Dance,Spaces,10328.0,516.0,False
Music,Jazz,12000.0,3547.0,False
Music,Faith,9500.0,451.0,False
Food,Drinks,120000.0,158210.71,True
Art,Illustration,600.0,3932.0,True
Film & Video,Comedy,7863.0,0.0,False
Film & Video,Science Fiction,2500.0,20.0,False
Dance,Performances,3200.0,3295.0,True
Games,Video Games,20000.0,42147.73,True
Crafts,Quilts,500.0,10.0,False
Film & Video,Drama,15000.0,16166.0,True
Dance,Residencies,4625.0,66.0,False
Film & Video,Romance,30000.0,30000.8,True
Games,Mobile Games,150.0,230.0,True
Food,Spaces,10000.0,12146.5,True
Food,Food Trucks,1500.0,1657.0,True
Games,Live Games,1000.0,2074.0,True
Art,Art,7000.0,2860.0,False
Journalism,Audio,75000.0,87152.0,True
Technology,Flight,100000.0,556.0,False
Theater,Theater,12000.0,12415.0,True
Theater,Theater,5315.0,8525.0,True
Games,Gaming Hardware,2000.0,2207.0,True
Crafts,Glass,350.0,632.0,True
Music,Hip-Hop,6000.0,0.0,False
Design,Graphic Design,12.0,39.0,True
Journalism,Video,5000.0,998.0,False
Theater,Spaces,10000.0,11324.0,True
Music,Hip-Hop,2000.0,0.0,False
Publishing,Children's Books,4000.0,572.0,False
Publishing,Radio & Podcasts,3000.0,1091.0,False
Theater,Musical,150000.0,3.0,False
Theater,Comedy,10000.0,178.0,False
Technology,Hardware,38850.0,794055.0,True
Art,Art,25000.0,25038.0,True
Games,Live Games,100000.0,15.0,False
Film & Video,documentary,5000.0,0.0,False
Publishing,Comedy,1300.0,0.0,False
Fashion,Apparel,5000.0,5382.29,True
Food,Bacon,265.0,265.0,True
Design,Toys,900.0,2084.0,True
Publishing,Children's Books,7500.0,8300.0,True
Food,Farmer's Markets,2050.0,555.0,False
Film & Video,Thrillers,13643.0,6702.0,False
Theater,Experimental,8400.0,2176.0,False
Design,Typography,25000.0,60.0,False
Technology,DIY Electronics,5000.0,21989.0,True
Food,Vegan,5000.0,5055.0,True
Photography,Nature,10000.0,0.0,False
Film & Video,Comedy,6000.0,1648.0,False
Technology,web,28000.0,1460.0,False
Music,Jazz,2500.0,1.0,False
Film & Video,Movie Theaters,35000.0,40564.0,True
Games,Live Games,1500.0,1580.0,True
Technology,gadgets,750000.0,26.0,False
Journalism,Web,14765.0,0.0,False
Music,Blues,40000.0,1800.0,False
Journalism,Web,4514.0,1.0,False
Film & Video,Drama,4000.0,40.0,False
Film & Video,Documentary,15000.0,16515.0,True
Design,Product Design,30000.0,9962.0,False
Music,Jazz,8000.0,451.0,False
Journalism,Photo,10000.0,656.0,False
Film & Video,Film & Video,1000.0,1095.0,True
Art,Performance Art,800.0,81.0,False
Publishing,nonfiction,5000.0,0.0,False
Photography,People,99.0,11.0,False
Crafts,Woodworking,2000.0,1.0,False
Photography,Animals,1000.0,10.0,False
Music,Electronic Music,16000.0,20342.0,True
Music,Metal,3000.0,3043.0,True
Crafts,DIY,5000.0,1.0,False
Technology,Sound,250000.0,38729.0,False
Technology,web,5000.0,0.0,False
Publishing,Radio & Podcasts,2500.0,1.0,False
Comics,Events,5000.0,272.0,False
Photography,Photobooks,15696.0,0.0,False
Art,Painting,1000.0,1070.0,True
Music,Kids,25000.0,31310.0,True
Film & Video,Action,32250.0,32311.0,True
Film & Video,shorts,2000.0,0.0,False
Theater,Theater,2500.0,2720.0,True
Film & Video,Science Fiction,30000.0,8016.0,False
Crafts,Knitting,2800.0,2802.0,True
Music,Classical Music,393.0,393.0,True
Art,Illustration,8000.0,0.0,False
Art,Installations,150000.0,0.0,False
Comics,Events,20000.0,22201.0,True
Film & Video,Romance,3400.0,3400.0,True
Film & Video,Webseries,3000.0,3075.0,True
Film & Video,Experimental,18000.0,18796.0,True
Games,playing cards,50000.0,300.0,False
Art,Textiles,1200.0,1258.2,True
Music,Latin,1300.0,1326.0,True
Design,Typography,30000.0,167.0,False
Food,Farmer's Markets,3000.0,4715.0,True
Film & Video,Drama,50000.0,55307.5,True
Design,Graphic Design,6950.0,12341.0,True
Food,Spaces,60000.0,873.0,False
Film & Video,Action,5000.0,735.0,False
Music,R&B,1200.0,1262.0,True
Music,Jazz,17000.0,17525.0,True
Art,Ceramics,500.0,37.0,False
Film & Video,Horror,15000.0,22807.0,True
Film & Video,Experimental,35000.0,28.8,False
Art,Social Practice,300.0,301.0,True
Art,Video Art,35500.0,922.0,False
Journalism,Photo,1524.0,1940.0,True
Comics,Graphic Novels,1000.0,12265.0,True
Design,Architecture,1500.0,0.0,False
Dance,Dance,8676.0,283.0,False
Art,Public Art,11500.0,882.0,False
Film & Video,Drama,5500.0,1105.0,False
Film & Video,Animation,8000.0,302.0,False
Music,Pop,5000.0,5255.0,True
Theater,Festivals,15000.0,195.0,False
Art,Mixed Media,3000.0,6788.0,True
Photography,Places,200.0,301.0,True
Games,Live Games,2000.0,2616.32,True
Journalism,Web,1750.0,7.0,False
Theater,Spaces,800000.0,26.0,False
Crafts,DIY,1000.0,1161.0,True
Art,Illustration,300.0,133.0,False
Art,Textiles,500.0,800.0,True
Games,Gaming Hardware,20.0,1870.0,True
Dance,Performances,500.0,0.0,False
Publishing,fiction,6000.0,0.0,False
Publishing,Poetry,2750.0,0.0,False
Theater,Theater,3500.0,25.0,False
Publishing,Radio & Podcasts,1.0,1351.0,True
Technology,Software,20000.0,152809.0,True
Art,Conceptual Art,3000.0,3081.0,True
Art,Digital Art,782.0,380.0,False
Film & Video,Webseries,1200.0,1405.0,True
Design,Graphic Design,400.0,406.0,True
Publishing,Letterpress,7000.0,7366.0,True
Publishing,Literary Journals,1800.0,1814.0,True
Food,Events,2000.0,0.0,False
Journalism,Print,10000.0,0.0,False
Food,Drinks,55000.0,5141.0,False
Film & Video,Horror,9500.0,9565.0,True
Publishing,Radio & Podcasts,900.0,1000.0,True
Publishing,Letterpress,30000.0,2.0,False
Fashion,Accessories,400.0,191.0,False
Technology,Web,4244.0,4749.0,True
Film & Video,Thrillers,10000.0,20675.0,True
Fashion,Accessories,10000.0,11504.0,True
Design,Design,7000.0,7811.0,True
Film & Video,Romance,50000.0,1.0,False
Music,Faith,15333.0,0.0,False
Publishing,Letterpress,30000.0,50.0,False
Food,farmer's markets,2000.0,0.0,False
Film & Video,Movie Theaters,5000.0,165.0,False
Film & Video,documentary,3000.0,50.0,False
Food,Community Gardens,6500.0,7.0,False
Film & Video,Documentary,8000.0,8245.0,True
Fashion,Accessories,5000.0,5847.0,True
Technology,Wearables,15000.0,87926.61,True
Publishing,Publishing,11000.0,4460.0,False
Publishing,Literary Spaces,10000.0,11548.0,True
Publishing,Children's Books,10000.0,0.0,False
Music,Metal,100.0,210.0,True
Film & Video,Horror,100000.0,378255.68,True
Technology,Hardware,10000.0,27955.0,True
Crafts,Glass,8000.0,326.0,False
Crafts,Glass,17000.0,311.0,False
Photography,Photography,25000.0,972.0,False
Games,Games,8500.0,24480.0,True
Publishing,Nonfiction,22000.0,101.0,False
Dance,Dance,2750.0,466.0,False
Film & Video,Fantasy,150000.0,40.0,False
Crafts,Knitting,550.0,315.0,False
Art,Sculpture,1000.0,505.0,False
Publishing,Anthologies,200000.0,14000.0,False
Film & Video,Fantasy,30000.0,2.0,False
Games,Video Games,50000.0,1.0,False
Film & Video,Music Videos,6000.0,8560.0,True
Crafts,Letterpress,10000.0,10138.0,True
Dance,Performances,60000.0,3500.0,False
Crafts,Stationery,4074.0,16.0,False
Film & Video,Thrillers,15000.0,9767.0,False
Theater,Spaces,1350.0,1605.0,True
Art,Conceptual Art,20000.0,265.0,False
Music,world music,1100.0,0.0,False
Music,World Music,100000.0,0.0,False
Art,Painting,4000.0,4170.0,True
Music,Country & Folk,15000.0,1469.0,False
Film & Video,Movie Theaters,15000.0,411.0,False
Music,Classical Music,4000.0,4170.0,True
Publishing,nonfiction,11.0,0.0,False
Design,Product Design,6400.0,1307.0,False
Music,Comedy,30000.0,135780.71,True
Film & Video,Television,2000.0,121.0,False
Design,Architecture,4700.0,7858.0,True
Theater,Musical,8000.0,8145.0,True
Fashion,Jewelry,3506.0,3956.0,True
Publishing,Letterpress,200.0,1114.0,True
Art,Ceramics,6000.0,0.0,False
Film & Video,Action,14504.0,3.0,False
Film & Video,Television,65000.0,2455.0,False
Music,indie rock,5000.0,890.0,False
Publishing,Periodicals,10000.0,2895.0,False
Film & Video,Film & Video,418284.0,8391.0,False
Music,Faith,3300.0,530.0,False
Games,Video Games,11500.0,40.0,False
Fashion,Apparel,22000.0,29663.0,True
Food,Drinks,10000.0,11218.0,True
Dance,Dance,5000.0,10.0,False
Food,Bacon,20000.0,24335.0,True
Design,Design,7500.0,37926.0,True
Music,Hip-Hop,1.0,39423.0,True
Crafts,DIY,7000.0,1141.0,False
Music,Latin,2500.0,0.0,False
Publishing,Art Books,2500.0,4304.0,True
Technology,Wearables,5000.0,5273.0,True
Crafts,Crochet,120.0,760.0,True
Publishing,Nonfiction,35061.0,59927.0,True
Film & Video,Fantasy,602.0,24.0,False
Crafts,Stationery,5900.0,42440.0,False
Music,Electronic Music,175000.0,100.0,False
Fashion,Ready-to-wear,6500.0,32.0,False
Film & Video,Romance,700.0,900.0,True
Technology,Fabrication Tools,160000.0,1.0,False
comics,Comic Books,1750.0,1809.0,True
Technology,Flight,2800.0,7281.0,True
Journalism,Print,5000.0,0.0,False
Technology,Makerspaces,15000.0,16098.0,True
Crafts,Pottery,700.0,3287.0,True
Music,Hip-Hop,3000.0,3599.0,True
Comics,Events,2500.0,145.0,False
Crafts,DIY,3000.0,8242.0,True
Technology,Apps,5000.0,36799.0,True
Technology,Sound,10000.0,355964.0,False
Food,Farms,7500.0,7699.0,True
Film & Video,Narrative Film,87000.0,0.0,False
Food,Spaces,10000.0,17100.0,True
Food,Spaces,500000.0,310.0,False
Music,Blues,5000.0,5512.0,True
Art,Installations,75000.0,0.0,False
Film & Video,Comedy,4000.0,220.0,False
Design,Typography,8000.0,1.0,False
Technology,Wearables,8500.0,47243.0,True
Music,Hip-Hop,25000.0,525.0,False
Film & Video,Action,3092.0,1209.0,False
Fashion,Fashion,1000.0,1100.0,True
Design,Interactive Design,12000.0,106.0,False
Publishing,Literary Spaces,40000.0,8.0,False
Music,Punk,2000.0,3111.0,True
Technology,Gadgets,30000.0,49557.0,True
Games,Playing Cards,300.0,4693.32,True
Art,Performance Art,2000.0,77.0,False
Technology,Wearables,50000.0,5010.0,False
Design,Design,5000.0,5000.0,True
Dance,Workshops,4000.0,4070.0,True
Film & Video,Drama,1428.0,1569.0,True
Music,Chiptune,500.0,28.0,False
Dance,Workshops,3100.0,3194.0,True
Film & Video,Action,15000.0,1408.0,False
Music,Classical Music,2000.0,813.0,False
Journalism,Web,1000.0,4217.0,True
Food,Events,56.0,56.0,True
Food,Spaces,20000.0,568.0,False
Publishing,Children's Books,100000.0,31.0,False
Food,Cookbooks,15000.0,356.29,False
Film & Video,Science Fiction,500.0,60.0,False
Theater,Festivals,1000.0,1072.0,True
Dance,Workshops,7500.0,1570.0,False
Games,video games,999.0,50.0,False
Crafts,Knitting,500.0,1623.0,True
Design,Interactive Design,28000.0,39144.6,True
Crafts,Glass,15000.0,15001.0,True
Crafts,Letterpress,1500.0,0.0,False
Comics,Comics,1285.0,2353.0,True
Publishing,Periodicals,2000.0,424.0,False
Technology,Web,20000.0,21615.0,True
Photography,Places,300.0,315.0,True
Technology,Camera Equipment,5000.0,329612.0,True
Crafts,Glass,1100.0,125.0,False
Music,World Music,6000.0,6206.0,True
Publishing,Young Adult,3000.0,315.0,False
Music,Metal,5000.0,480.0,False
Technology,Web,10000.0,20989.0,True
Journalism,Audio,200000.0,236300.5,True
Crafts,Woodworking,2000.0,9777.0,True
Theater,Festivals,735.0,735.0,True
Food,Vegan,25000.0,212.0,False
Art,Mixed Media,450.0,91.0,False
Art,Social Practice,2000.0,1.0,False
Journalism,Photo,1500.0,1700.0,True
Music,Indie Rock,1500.0,2930.69,True
Technology,Flight,50000.0,270291.0,False
Crafts,Knitting,2000.0,2154.0,True
Film & Video,Romance,25000.0,0.0,False
Crafts,Woodworking,500.0,2820.0,True
Music,Punk,2000.0,2000.0,True
Theater,Musical,3500.0,3895.0,True
Crafts,Printing,2308.0,1.0,False
Film & Video,Shorts,824.0,841.0,True
Technology,Technology,27685.0,110.0,False
Film & Video,Music Videos,5500.0,5598.0,True
Film & Video,Documentary,61500.0,75096.0,True
Theater,Festivals,2500.0,2582.0,True
Film & Video,Movie Theaters,100000.0,0.0,False
Games,Playing Cards,15000.0,16565.0,True
Film & Video,shorts,500.0,0.0,False
Photography,Photobooks,43500.0,396.0,False
Crafts,Embroidery,500.0,1289.0,True
Fashion,Accessories,300.0,403.0,True
Theater,Festivals,5000.0,0.0,False
Comics,Anthologies,500.0,558.0,True
Crafts,Pottery,10000.0,15.0,False
Food,Cookbooks,15000.0,18509.0,True
Journalism,Print,2500.0,2733.0,True
Art,Installations,10000.0,10248.0,True
Art,Performance Art,4650.0,40.0,False
Food,Food Trucks,6000.0,6846.0,True
Design,Interactive Design,50000.0,280033.0,True
Publishing,Periodicals,350.0,25.0,False
Games,Games,1000.0,12502.0,True
Technology,Hardware,24608.0,3362.0,False
Journalism,Photo,8214.0,497.0,False
Publishing,Translations,4500.0,4929.0,True
Film & Video,Webseries,8000.0,8231.0,True
Crafts,Candles,7500.0,2.0,False
Crafts,Crafts,232.0,241.0,True
Music,Hip-Hop,3600.0,4610.0,True
Comics,Events,71156.0,109.0,False
Film & Video,Webseries,50000.0,50268.8,True
Comics,Webcomics,985.0,1521.0,True
Games,Games,3556.0,4632.0,True
Dance,Performances,5000.0,1.0,False
Photography,Fine Art,5000.0,5026.0,True
Crafts,DIY,1000.0,155.0,False
Crafts,Glass,2500.0,3190.0,True
Publishing,Letterpress,10000.0,11907.0,True
Crafts,Woodworking,190375.0,56.0,False
Food,Food Trucks,10000.0,14841.29,True
Technology,Sound,10000.0,79207.0,True
Art,Conceptual Art,10000.0,280.0,False
Technology,Hardware,30000.0,2919.0,False
Film & Video,Animation,21000.0,6.0,False
Crafts,Printing,341.0,940.0,True
Publishing,Radio & Podcasts,25000.0,1040.0,False
Comics,Comic Books,0.0,0.0,False
Publishing,Publishing,2500.0,2559.0,True
Music,R&B,500.0,1009.0,True
Film & Video,Webseries,3000.0,180.0,False
Art,Conceptual Art,7500.0,2171.0,False
Food,Vegan,25000.0,0.0,False
Food,Cookbooks,850.0,1184.01,True
Fashion,Accessories,5000.0,1901.0,False
Theater,Spaces,20000.0,1605.0,False
Crafts,Stationery,150.0,186.0,True
Dance,Dance,6000.0,565.0,False
Crafts,Quilts,0.0,0.0,False
Crafts,Embroidery,9538.0,0.0,False
